instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
12341,2012-06-03,Spring,2012,June,9,Non-Holiday,Sunday,Non-Work,Clear,20.2,25.0,46.0,13.0,300,No,Warm,Warm,Optimum,Slow Wind
12342,2012-06-03,Spring,2012,June,10,Non-Holiday,Sunday,Non-Work,Clear,21.14,25.0,43.0,15.0,404,No,Warm,Warm,Optimum,Slow Wind
12343,2012-06-03,Spring,2012,June,11,Non-Holiday,Sunday,Non-Work,Clear,22.08,25.0,41.0,17.0,511,No,Warm,Warm,Optimum,Slow Wind
12344,2012-06-03,Spring,2012,June,12,Non-Holiday,Sunday,Non-Work,Clear,23.02,25.0,39.0,20.0,684,Yes,Warm,Warm,Optimum,Slow Wind
12345,2012-06-03,Spring,2012,June,13,Non-Holiday,Sunday,Non-Work,Clear,23.96,26.0,36.0,19.0,686,Yes,Warm,Warm,Optimum,Slow Wind
12346,2012-06-03,Spring,2012,June,14,Non-Holiday,Sunday,Non-Work,Clear,23.96,26.0,36.0,22.0,678,Yes,Warm,Warm,Optimum,Normal
12347,2012-06-03,Spring,2012,June,15,Non-Holiday,Sunday,Non-Work,Clear,24.9,26.0,34.0,0.0,644,Yes,Warm,Warm,Optimum,Slow Wind
12348,2012-06-03,Spring,2012,June,16,Non-Holiday,Sunday,Non-Work,Clear,24.9,26.0,34.0,20.0,662,Yes,Warm,Warm,Optimum,Slow Wind
12349,2012-06-03,Spring,2012,June,17,Non-Holiday,Sunday,Non-Work,Clear,24.9,26.0,34.0,17.0,578,No,Warm,Warm,Optimum,Slow Wind
12350,2012-06-03,Spring,2012,June,18,Non-Holiday,Sunday,Non-Work,Clear,24.9,26.0,34.0,17.0,496,No,Warm,Warm,Optimum,Slow Wind
12351,2012-06-03,Spring,2012,June,19,Non-Holiday,Sunday,Non-Work,Clear,23.96,26.0,34.0,19.0,453,No,Warm,Warm,Optimum,Slow Wind
12352,2012-06-03,Spring,2012,June,20,Non-Holiday,Sunday,Non-Work,Clear,23.02,25.0,39.0,13.0,314,No,Warm,Warm,Optimum,Slow Wind
12353,2012-06-03,Spring,2012,June,21,Non-Holiday,Sunday,Non-Work,Clear,21.14,25.0,43.0,11.0,246,No,Warm,Warm,Optimum,Slow Wind
12354,2012-06-03,Spring,2012,June,22,Non-Holiday,Sunday,Non-Work,Clear,21.14,25.0,50.0,26.0,226,No,Warm,Warm,Optimum,Normal
12355,2012-06-03,Spring,2012,June,23,Non-Holiday,Sunday,Non-Work,Clear,19.26,20.0,53.0,7.0,108,No,Cool,Cool,Optimum,Slow Wind
12356,2012-06-04,Spring,2012,June,0,Non-Holiday,Monday,Work,Clear,19.26,20.0,53.0,0.0,49,No,Cool,Cool,Optimum,Slow Wind
12357,2012-06-04,Spring,2012,June,1,Non-Holiday,Monday,Work,Light Rain/Snow,18.32,19.0,60.0,11.0,14,No,Cool,Cool,Optimum,Slow Wind
12358,2012-06-04,Spring,2012,June,2,Non-Holiday,Monday,Work,Clear,18.32,19.0,60.0,15.0,11,No,Cool,Cool,Optimum,Slow Wind
12359,2012-06-04,Spring,2012,June,3,Non-Holiday,Monday,Work,Cloudy,18.32,19.0,60.0,11.0,5,No,Cool,Cool,Optimum,Slow Wind
12360,2012-06-04,Spring,2012,June,4,Non-Holiday,Monday,Work,Clear,17.38,18.0,64.0,6.0,8,No,Cool,Cool,Too Moist,Slow Wind
12361,2012-06-04,Spring,2012,June,5,Non-Holiday,Monday,Work,Clear,16.44,17.0,68.0,0.0,35,No,Cool,Cool,Too Moist,Slow Wind
12362,2012-06-04,Spring,2012,June,6,Non-Holiday,Monday,Work,Clear,16.44,17.0,68.0,0.0,139,No,Cool,Cool,Too Moist,Slow Wind
12363,2012-06-04,Spring,2012,June,7,Non-Holiday,Monday,Work,Clear,18.32,19.0,60.0,15.0,517,No,Cool,Cool,Optimum,Slow Wind
12364,2012-06-04,Spring,2012,June,8,Non-Holiday,Monday,Work,Clear,20.2,25.0,49.0,15.0,665,Yes,Warm,Warm,Optimum,Slow Wind
12365,2012-06-04,Spring,2012,June,9,Non-Holiday,Monday,Work,Clear,21.14,25.0,43.0,19.0,282,No,Warm,Warm,Optimum,Slow Wind
12366,2012-06-04,Spring,2012,June,10,Non-Holiday,Monday,Work,Clear,22.08,25.0,41.0,31.0,187,No,Warm,Warm,Optimum,Normal
12367,2012-06-04,Spring,2012,June,11,Non-Holiday,Monday,Work,Clear,22.08,25.0,38.0,33.0,239,No,Warm,Warm,Optimum,Normal
12368,2012-06-04,Spring,2012,June,12,Non-Holiday,Monday,Work,Clear,22.08,25.0,41.0,30.0,282,No,Warm,Warm,Optimum,Normal
12369,2012-06-04,Spring,2012,June,13,Non-Holiday,Monday,Work,Clear,22.08,25.0,41.0,24.0,274,No,Warm,Warm,Optimum,Normal
12370,2012-06-04,Spring,2012,June,14,Non-Holiday,Monday,Work,Clear,21.14,25.0,41.0,33.0,270,No,Warm,Warm,Optimum,Normal
12371,2012-06-04,Spring,2012,June,15,Non-Holiday,Monday,Work,Clear,23.02,25.0,39.0,20.0,292,No,Warm,Warm,Optimum,Slow Wind
12372,2012-06-04,Spring,2012,June,16,Non-Holiday,Monday,Work,Clear,23.02,25.0,39.0,31.0,448,No,Warm,Warm,Optimum,Normal
12373,2012-06-04,Spring,2012,June,17,Non-Holiday,Monday,Work,Clear,22.08,25.0,38.0,30.0,834,Yes,Warm,Warm,Optimum,Normal
12374,2012-06-04,Spring,2012,June,18,Non-Holiday,Monday,Work,Clear,22.08,25.0,38.0,26.0,822,Yes,Warm,Warm,Optimum,Normal
12375,2012-06-04,Spring,2012,June,19,Non-Holiday,Monday,Work,Clear,21.14,25.0,38.0,28.0,645,Yes,Warm,Warm,Optimum,Normal
12376,2012-06-04,Spring,2012,June,20,Non-Holiday,Monday,Work,Clear,20.2,25.0,40.0,24.0,461,No,Warm,Warm,Optimum,Normal
12377,2012-06-04,Spring,2012,June,21,Non-Holiday,Monday,Work,Clear,19.26,20.0,49.0,17.0,265,No,Cool,Cool,Optimum,Slow Wind
12378,2012-06-04,Spring,2012,June,22,Non-Holiday,Monday,Work,Clear,18.32,19.0,52.0,19.0,168,No,Cool,Cool,Optimum,Slow Wind
12379,2012-06-04,Spring,2012,June,23,Non-Holiday,Monday,Work,Clear,19.26,20.0,49.0,20.0,86,No,Cool,Cool,Optimum,Slow Wind
12380,2012-06-05,Spring,2012,June,0,Non-Holiday,Tuesday,Work,Clear,17.38,18.0,68.0,28.0,34,No,Cool,Cool,Too Moist,Normal
12381,2012-06-05,Spring,2012,June,1,Non-Holiday,Tuesday,Work,Cloudy,16.44,17.0,77.0,22.0,20,No,Cool,Cool,Too Moist,Normal
12382,2012-06-05,Spring,2012,June,2,Non-Holiday,Tuesday,Work,Light Rain/Snow,16.44,17.0,72.0,20.0,8,No,Cool,Cool,Too Moist,Slow Wind
12383,2012-06-05,Spring,2012,June,3,Non-Holiday,Tuesday,Work,Light Rain/Snow,15.5,16.0,82.0,13.0,5,No,Cool,Cool,Too Moist,Slow Wind
12384,2012-06-05,Spring,2012,June,4,Non-Holiday,Tuesday,Work,Light Rain/Snow,15.5,16.0,82.0,13.0,5,No,Cool,Cool,Too Moist,Slow Wind
12385,2012-06-05,Spring,2012,June,5,Non-Holiday,Tuesday,Work,Light Rain/Snow,14.56,15.0,82.0,11.0,36,No,Cool,Cool,Too Moist,Slow Wind
12386,2012-06-05,Spring,2012,June,6,Non-Holiday,Tuesday,Work,Clear,14.56,15.0,82.0,17.0,184,No,Cool,Cool,Too Moist,Slow Wind
12387,2012-06-05,Spring,2012,June,7,Non-Holiday,Tuesday,Work,Clear,14.56,15.0,77.0,20.0,569,No,Cool,Cool,Too Moist,Slow Wind
12388,2012-06-05,Spring,2012,June,8,Non-Holiday,Tuesday,Work,Cloudy,14.56,15.0,77.0,15.0,710,Yes,Cool,Cool,Too Moist,Slow Wind
12389,2012-06-05,Spring,2012,June,9,Non-Holiday,Tuesday,Work,Cloudy,16.44,17.0,72.0,17.0,335,No,Cool,Cool,Too Moist,Slow Wind
12390,2012-06-05,Spring,2012,June,10,Non-Holiday,Tuesday,Work,Cloudy,16.44,17.0,63.0,20.0,176,No,Cool,Cool,Too Moist,Slow Wind
12391,2012-06-05,Spring,2012,June,11,Non-Holiday,Tuesday,Work,Cloudy,18.32,19.0,56.0,13.0,227,No,Cool,Cool,Optimum,Slow Wind
12392,2012-06-05,Spring,2012,June,12,Non-Holiday,Tuesday,Work,Cloudy,17.38,18.0,56.0,15.0,247,No,Cool,Cool,Optimum,Slow Wind
12393,2012-06-05,Spring,2012,June,13,Non-Holiday,Tuesday,Work,Cloudy,20.2,25.0,46.0,11.0,267,No,Warm,Warm,Optimum,Slow Wind
12394,2012-06-05,Spring,2012,June,14,Non-Holiday,Tuesday,Work,Cloudy,19.26,20.0,46.0,11.0,276,No,Cool,Cool,Optimum,Slow Wind
12395,2012-06-05,Spring,2012,June,15,Non-Holiday,Tuesday,Work,Cloudy,19.26,20.0,46.0,9.0,272,No,Cool,Cool,Optimum,Slow Wind
12396,2012-06-05,Spring,2012,June,16,Non-Holiday,Tuesday,Work,Clear,20.2,25.0,43.0,13.0,473,No,Warm,Warm,Optimum,Slow Wind
12397,2012-06-05,Spring,2012,June,17,Non-Holiday,Tuesday,Work,Clear,20.2,25.0,43.0,0.0,850,Yes,Warm,Warm,Optimum,Slow Wind
12398,2012-06-05,Spring,2012,June,18,Non-Holiday,Tuesday,Work,Clear,20.2,25.0,43.0,13.0,790,Yes,Warm,Warm,Optimum,Slow Wind
12399,2012-06-05,Spring,2012,June,19,Non-Holiday,Tuesday,Work,Clear,19.26,20.0,46.0,17.0,513,No,Cool,Cool,Optimum,Slow Wind
12400,2012-06-05,Spring,2012,June,20,Non-Holiday,Tuesday,Work,Clear,18.32,19.0,49.0,15.0,415,No,Cool,Cool,Optimum,Slow Wind
12401,2012-06-05,Spring,2012,June,21,Non-Holiday,Tuesday,Work,Clear,17.38,18.0,56.0,11.0,283,No,Cool,Cool,Optimum,Slow Wind
12402,2012-06-05,Spring,2012,June,22,Non-Holiday,Tuesday,Work,Clear,18.32,19.0,52.0,7.0,193,No,Cool,Cool,Optimum,Slow Wind
12403,2012-06-05,Spring,2012,June,23,Non-Holiday,Tuesday,Work,Clear,17.38,18.0,56.0,6.0,113,No,Cool,Cool,Optimum,Slow Wind
12404,2012-06-06,Spring,2012,June,0,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,59.0,6.0,49,No,Cool,Cool,Optimum,Slow Wind
12405,2012-06-06,Spring,2012,June,1,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,68.0,0.0,27,No,Cool,Cool,Too Moist,Slow Wind
12406,2012-06-06,Spring,2012,June,2,Non-Holiday,Wednesday,Work,Clear,15.5,16.0,68.0,0.0,11,No,Cool,Cool,Too Moist,Slow Wind
12407,2012-06-06,Spring,2012,June,3,Non-Holiday,Wednesday,Work,Clear,13.62,14.0,82.0,0.0,8,No,Cool,Cool,Too Moist,Slow Wind
12408,2012-06-06,Spring,2012,June,4,Non-Holiday,Wednesday,Work,Clear,13.62,14.0,82.0,7.0,10,No,Cool,Cool,Too Moist,Slow Wind
12409,2012-06-06,Spring,2012,June,5,Non-Holiday,Wednesday,Work,Clear,14.56,15.0,77.0,0.0,38,No,Cool,Cool,Too Moist,Slow Wind
12410,2012-06-06,Spring,2012,June,6,Non-Holiday,Wednesday,Work,Clear,14.56,15.0,77.0,0.0,172,No,Cool,Cool,Too Moist,Slow Wind
12411,2012-06-06,Spring,2012,June,7,Non-Holiday,Wednesday,Work,Clear,15.5,16.0,72.0,0.0,547,No,Cool,Cool,Too Moist,Slow Wind
12412,2012-06-06,Spring,2012,June,8,Non-Holiday,Wednesday,Work,Clear,17.38,18.0,68.0,0.0,668,Yes,Cool,Cool,Too Moist,Slow Wind
12413,2012-06-06,Spring,2012,June,9,Non-Holiday,Wednesday,Work,Clear,18.32,19.0,60.0,6.0,303,No,Cool,Cool,Optimum,Slow Wind
12414,2012-06-06,Spring,2012,June,10,Non-Holiday,Wednesday,Work,Clear,20.2,25.0,46.0,6.0,203,No,Warm,Warm,Optimum,Slow Wind
12415,2012-06-06,Spring,2012,June,11,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,43.0,6.0,226,No,Warm,Warm,Optimum,Slow Wind
12416,2012-06-06,Spring,2012,June,12,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,38.0,0.0,315,No,Warm,Warm,Optimum,Slow Wind
12417,2012-06-06,Spring,2012,June,13,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,41.0,6.0,303,No,Warm,Warm,Optimum,Slow Wind
12418,2012-06-06,Spring,2012,June,14,Non-Holiday,Wednesday,Work,Clear,22.08,25.0,38.0,0.0,302,No,Warm,Warm,Optimum,Slow Wind
12419,2012-06-06,Spring,2012,June,15,Non-Holiday,Wednesday,Work,Clear,22.08,25.0,38.0,0.0,300,No,Warm,Warm,Optimum,Slow Wind
12420,2012-06-06,Spring,2012,June,16,Non-Holiday,Wednesday,Work,Clear,22.08,25.0,41.0,9.0,452,No,Warm,Warm,Optimum,Slow Wind
12421,2012-06-06,Spring,2012,June,17,Non-Holiday,Wednesday,Work,Clear,21.14,25.0,43.0,9.0,724,Yes,Warm,Warm,Optimum,Slow Wind
12422,2012-06-06,Spring,2012,June,18,Non-Holiday,Wednesday,Work,Light Rain/Snow,20.2,25.0,53.0,13.0,782,Yes,Warm,Warm,Optimum,Slow Wind
12423,2012-06-06,Spring,2012,June,19,Non-Holiday,Wednesday,Work,Clear,18.32,19.0,73.0,20.0,538,No,Cool,Cool,Too Moist,Slow Wind
12424,2012-06-06,Spring,2012,June,20,Non-Holiday,Wednesday,Work,Clear,17.38,18.0,73.0,19.0,408,No,Cool,Cool,Too Moist,Slow Wind
12425,2012-06-06,Spring,2012,June,21,Non-Holiday,Wednesday,Work,Clear,17.38,18.0,73.0,11.0,298,No,Cool,Cool,Too Moist,Slow Wind
12426,2012-06-06,Spring,2012,June,22,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,77.0,6.0,248,No,Cool,Cool,Too Moist,Slow Wind
12427,2012-06-06,Spring,2012,June,23,Non-Holiday,Wednesday,Work,Clear,16.44,17.0,77.0,0.0,123,No,Cool,Cool,Too Moist,Slow Wind
12428,2012-06-07,Spring,2012,June,0,Non-Holiday,Thursday,Work,Clear,16.44,17.0,77.0,9.0,59,No,Cool,Cool,Too Moist,Slow Wind
12429,2012-06-07,Spring,2012,June,1,Non-Holiday,Thursday,Work,Clear,16.44,17.0,77.0,11.0,22,No,Cool,Cool,Too Moist,Slow Wind
12430,2012-06-07,Spring,2012,June,2,Non-Holiday,Thursday,Work,Clear,16.44,17.0,77.0,6.0,12,No,Cool,Cool,Too Moist,Slow Wind
12431,2012-06-07,Spring,2012,June,3,Non-Holiday,Thursday,Work,Clear,15.5,16.0,77.0,7.0,5,No,Cool,Cool,Too Moist,Slow Wind
12432,2012-06-07,Spring,2012,June,4,Non-Holiday,Thursday,Work,Clear,13.62,14.0,88.0,7.0,6,No,Cool,Cool,Too Moist,Slow Wind
12433,2012-06-07,Spring,2012,June,5,Non-Holiday,Thursday,Work,Clear,14.56,15.0,82.0,6.0,34,No,Cool,Cool,Too Moist,Slow Wind
12434,2012-06-07,Spring,2012,June,6,Non-Holiday,Thursday,Work,Clear,13.62,14.0,88.0,7.0,170,No,Cool,Cool,Too Moist,Slow Wind
12435,2012-06-07,Spring,2012,June,7,Non-Holiday,Thursday,Work,Clear,15.5,16.0,82.0,11.0,526,No,Cool,Cool,Too Moist,Slow Wind
12436,2012-06-07,Spring,2012,June,8,Non-Holiday,Thursday,Work,Clear,16.44,17.0,77.0,0.0,681,Yes,Cool,Cool,Too Moist,Slow Wind
12437,2012-06-07,Spring,2012,June,9,Non-Holiday,Thursday,Work,Clear,19.26,20.0,68.0,0.0,337,No,Cool,Cool,Too Moist,Slow Wind
12438,2012-06-07,Spring,2012,June,10,Non-Holiday,Thursday,Work,Clear,20.2,24.0,64.0,6.0,210,No,Warm,Warm,Too Moist,Slow Wind
12439,2012-06-07,Spring,2012,June,11,Non-Holiday,Thursday,Work,Clear,23.02,25.0,47.0,15.0,237,No,Warm,Warm,Optimum,Slow Wind
12440,2012-06-07,Spring,2012,June,12,Non-Holiday,Thursday,Work,Clear,24.9,26.0,42.0,0.0,336,No,Warm,Warm,Optimum,Slow Wind
12441,2012-06-07,Spring,2012,June,13,Non-Holiday,Thursday,Work,Clear,24.9,26.0,37.0,19.0,315,No,Warm,Warm,Optimum,Slow Wind
12442,2012-06-07,Spring,2012,June,14,Non-Holiday,Thursday,Work,Clear,25.84,27.0,37.0,17.0,265,No,Warm,Warm,Optimum,Slow Wind
12443,2012-06-07,Spring,2012,June,15,Non-Holiday,Thursday,Work,Clear,26.78,27.0,30.0,0.0,333,No,Warm,Warm,Too Dry,Slow Wind
12444,2012-06-07,Spring,2012,June,16,Non-Holiday,Thursday,Work,Clear,25.84,27.0,34.0,15.0,466,No,Warm,Warm,Optimum,Slow Wind
12445,2012-06-07,Spring,2012,June,17,Non-Holiday,Thursday,Work,Clear,25.84,27.0,34.0,17.0,869,Yes,Warm,Warm,Optimum,Slow Wind
12446,2012-06-07,Spring,2012,June,18,Non-Holiday,Thursday,Work,Clear,24.9,26.0,34.0,19.0,813,Yes,Warm,Warm,Optimum,Slow Wind
12447,2012-06-07,Spring,2012,June,19,Non-Holiday,Thursday,Work,Clear,24.9,26.0,34.0,19.0,602,No,Warm,Warm,Optimum,Slow Wind
12448,2012-06-07,Spring,2012,June,20,Non-Holiday,Thursday,Work,Clear,23.02,25.0,36.0,20.0,478,No,Warm,Warm,Optimum,Slow Wind
12449,2012-06-07,Spring,2012,June,21,Non-Holiday,Thursday,Work,Clear,21.14,25.0,41.0,22.0,313,No,Warm,Warm,Optimum,Normal
12450,2012-06-07,Spring,2012,June,22,Non-Holiday,Thursday,Work,Clear,20.2,25.0,46.0,11.0,228,No,Warm,Warm,Optimum,Slow Wind
12451,2012-06-07,Spring,2012,June,23,Non-Holiday,Thursday,Work,Clear,18.32,19.0,52.0,9.0,177,No,Cool,Cool,Optimum,Slow Wind
12452,2012-06-08,Spring,2012,June,0,Non-Holiday,Friday,Work,Clear,18.32,19.0,56.0,11.0,77,No,Cool,Cool,Optimum,Slow Wind
12453,2012-06-08,Spring,2012,June,1,Non-Holiday,Friday,Work,Clear,18.32,19.0,56.0,11.0,29,No,Cool,Cool,Optimum,Slow Wind
12454,2012-06-08,Spring,2012,June,2,Non-Holiday,Friday,Work,Clear,18.32,19.0,56.0,0.0,19,No,Cool,Cool,Optimum,Slow Wind
12455,2012-06-08,Spring,2012,June,3,Non-Holiday,Friday,Work,Clear,17.38,18.0,60.0,6.0,8,No,Cool,Cool,Optimum,Slow Wind
12456,2012-06-08,Spring,2012,June,4,Non-Holiday,Friday,Work,Clear,16.44,17.0,63.0,0.0,10,No,Cool,Cool,Too Moist,Slow Wind
12457,2012-06-08,Spring,2012,June,5,Non-Holiday,Friday,Work,Clear,15.5,16.0,72.0,7.0,29,No,Cool,Cool,Too Moist,Slow Wind
12458,2012-06-08,Spring,2012,June,6,Non-Holiday,Friday,Work,Clear,16.44,17.0,68.0,6.0,139,No,Cool,Cool,Too Moist,Slow Wind
12459,2012-06-08,Spring,2012,June,7,Non-Holiday,Friday,Work,Clear,16.44,17.0,72.0,7.0,428,No,Cool,Cool,Too Moist,Slow Wind
12460,2012-06-08,Spring,2012,June,8,Non-Holiday,Friday,Work,Clear,19.26,20.0,60.0,6.0,700,Yes,Cool,Cool,Optimum,Slow Wind
12461,2012-06-08,Spring,2012,June,9,Non-Holiday,Friday,Work,Clear,21.14,25.0,53.0,11.0,382,No,Warm,Warm,Optimum,Slow Wind
12462,2012-06-08,Spring,2012,June,10,Non-Holiday,Friday,Work,Clear,23.02,25.0,47.0,17.0,249,No,Warm,Warm,Optimum,Slow Wind
12463,2012-06-08,Spring,2012,June,11,Non-Holiday,Friday,Work,Clear,24.9,26.0,42.0,17.0,264,No,Warm,Warm,Optimum,Slow Wind
12464,2012-06-08,Spring,2012,June,12,Non-Holiday,Friday,Work,Clear,25.84,27.0,39.0,22.0,369,No,Warm,Warm,Optimum,Normal
12465,2012-06-08,Spring,2012,June,13,Non-Holiday,Friday,Work,Clear,26.78,27.0,37.0,17.0,416,No,Warm,Warm,Optimum,Slow Wind
12466,2012-06-08,Spring,2012,June,14,Non-Holiday,Friday,Work,Clear,27.72,28.0,31.0,26.0,373,No,Warm,Warm,Optimum,Normal
12467,2012-06-08,Spring,2012,June,15,Non-Holiday,Friday,Work,Clear,27.72,28.0,29.0,19.0,397,No,Warm,Warm,Too Dry,Slow Wind
12468,2012-06-08,Spring,2012,June,16,Non-Holiday,Friday,Work,Clear,27.72,28.0,29.0,20.0,523,No,Warm,Warm,Too Dry,Slow Wind
12469,2012-06-08,Spring,2012,June,17,Non-Holiday,Friday,Work,Clear,27.72,28.0,29.0,13.0,793,Yes,Warm,Warm,Too Dry,Slow Wind
12470,2012-06-08,Spring,2012,June,18,Non-Holiday,Friday,Work,Clear,27.72,28.0,27.0,15.0,723,Yes,Warm,Warm,Too Dry,Slow Wind
12471,2012-06-08,Spring,2012,June,19,Non-Holiday,Friday,Work,Clear,26.78,27.0,30.0,15.0,555,No,Warm,Warm,Too Dry,Slow Wind
12472,2012-06-08,Spring,2012,June,20,Non-Holiday,Friday,Work,Clear,25.84,27.0,32.0,9.0,408,No,Warm,Warm,Optimum,Slow Wind
12473,2012-06-08,Spring,2012,June,21,Non-Holiday,Friday,Work,Clear,24.9,26.0,37.0,9.0,339,No,Warm,Warm,Optimum,Slow Wind
12474,2012-06-08,Spring,2012,June,22,Non-Holiday,Friday,Work,Clear,23.96,26.0,41.0,7.0,291,No,Warm,Warm,Optimum,Slow Wind
12475,2012-06-08,Spring,2012,June,23,Non-Holiday,Friday,Work,Clear,22.08,25.0,57.0,11.0,215,No,Warm,Warm,Optimum,Slow Wind
12476,2012-06-09,Spring,2012,June,0,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,53.0,7.0,206,No,Warm,Warm,Optimum,Slow Wind
12477,2012-06-09,Spring,2012,June,1,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,53.0,6.0,123,No,Warm,Warm,Optimum,Slow Wind
12478,2012-06-09,Spring,2012,June,2,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,50.0,15.0,89,No,Warm,Warm,Optimum,Slow Wind
12479,2012-06-09,Spring,2012,June,3,Non-Holiday,Saturday,Non-Work,Clear,21.14,25.0,57.0,0.0,40,No,Warm,Warm,Optimum,Slow Wind
12480,2012-06-09,Spring,2012,June,4,Non-Holiday,Saturday,Non-Work,Clear,21.14,25.0,57.0,0.0,8,No,Warm,Warm,Optimum,Slow Wind
12481,2012-06-09,Spring,2012,June,5,Non-Holiday,Saturday,Non-Work,Clear,20.2,25.0,56.0,7.0,19,No,Warm,Warm,Optimum,Slow Wind
12482,2012-06-09,Spring,2012,June,6,Non-Holiday,Saturday,Non-Work,Clear,18.32,19.0,64.0,7.0,80,No,Cool,Cool,Too Moist,Slow Wind
12483,2012-06-09,Spring,2012,June,7,Non-Holiday,Saturday,Non-Work,Clear,19.26,20.0,64.0,7.0,87,No,Cool,Cool,Too Moist,Slow Wind
12484,2012-06-09,Spring,2012,June,8,Non-Holiday,Saturday,Non-Work,Clear,21.14,24.0,61.0,7.0,244,No,Warm,Warm,Too Moist,Slow Wind
12485,2012-06-09,Spring,2012,June,9,Non-Holiday,Saturday,Non-Work,Clear,22.08,25.0,57.0,11.0,340,No,Warm,Warm,Optimum,Slow Wind
12486,2012-06-09,Spring,2012,June,10,Non-Holiday,Saturday,Non-Work,Clear,24.9,27.0,51.0,7.0,466,No,Warm,Warm,Optimum,Slow Wind
12487,2012-06-09,Spring,2012,June,11,Non-Holiday,Saturday,Non-Work,Clear,27.72,28.0,35.0,0.0,569,No,Warm,Warm,Optimum,Slow Wind
12488,2012-06-09,Spring,2012,June,12,Non-Holiday,Saturday,Non-Work,Clear,29.6,30.0,29.0,17.0,531,No,Warm,Warm,Too Dry,Slow Wind
12489,2012-06-09,Spring,2012,June,13,Non-Holiday,Saturday,Non-Work,Clear,30.54,30.0,24.0,19.0,585,No,Hot,Warm,Too Dry,Slow Wind
12490,2012-06-09,Spring,2012,June,14,Non-Holiday,Saturday,Non-Work,Clear,30.54,30.0,23.0,13.0,593,No,Hot,Warm,Too Dry,Slow Wind
12491,2012-06-09,Spring,2012,June,15,Non-Holiday,Saturday,Non-Work,Clear,31.48,31.0,20.0,20.0,555,No,Hot,Hot,Too Dry,Slow Wind
12492,2012-06-09,Spring,2012,June,16,Non-Holiday,Saturday,Non-Work,Clear,30.54,30.0,24.0,13.0,534,No,Hot,Warm,Too Dry,Slow Wind
12493,2012-06-09,Spring,2012,June,17,Non-Holiday,Saturday,Non-Work,Clear,31.48,31.0,24.0,0.0,495,No,Hot,Hot,Too Dry,Slow Wind
12494,2012-06-09,Spring,2012,June,18,Non-Holiday,Saturday,Non-Work,Clear,30.54,30.0,24.0,15.0,451,No,Hot,Warm,Too Dry,Slow Wind
12495,2012-06-09,Spring,2012,June,19,Non-Holiday,Saturday,Non-Work,Clear,29.6,30.0,29.0,11.0,360,No,Warm,Warm,Too Dry,Slow Wind
12496,2012-06-09,Spring,2012,June,20,Non-Holiday,Saturday,Non-Work,Clear,27.72,28.0,35.0,15.0,363,No,Warm,Warm,Optimum,Slow Wind
12497,2012-06-09,Spring,2012,June,21,Non-Holiday,Saturday,Non-Work,Clear,26.78,27.0,40.0,13.0,316,No,Warm,Warm,Optimum,Slow Wind
12498,2012-06-09,Spring,2012,June,22,Non-Holiday,Saturday,Non-Work,Clear,24.9,27.0,58.0,11.0,214,No,Warm,Warm,Optimum,Slow Wind
12499,2012-06-09,Spring,2012,June,23,Non-Holiday,Saturday,Non-Work,Clear,23.96,26.0,61.0,11.0,230,No,Warm,Warm,Too Moist,Slow Wind
12500,2012-06-10,Spring,2012,June,0,Non-Holiday,Sunday,Non-Work,Clear,23.02,25.0,69.0,7.0,158,No,Warm,Warm,Too Moist,Slow Wind
12501,2012-06-10,Spring,2012,June,1,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,73.0,9.0,116,No,Warm,Warm,Too Moist,Slow Wind
12502,2012-06-10,Spring,2012,June,2,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,69.0,9.0,73,No,Warm,Warm,Too Moist,Slow Wind
12503,2012-06-10,Spring,2012,June,3,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,73.0,7.0,29,No,Warm,Warm,Too Moist,Slow Wind
12504,2012-06-10,Spring,2012,June,4,Non-Holiday,Sunday,Non-Work,Clear,21.14,23.0,78.0,6.0,10,No,Warm,Warm,Too Moist,Slow Wind
12505,2012-06-10,Spring,2012,June,5,Non-Holiday,Sunday,Non-Work,Clear,21.14,24.0,69.0,6.0,13,No,Warm,Warm,Too Moist,Slow Wind
12506,2012-06-10,Spring,2012,June,6,Non-Holiday,Sunday,Non-Work,Clear,21.14,23.0,73.0,0.0,30,No,Warm,Warm,Too Moist,Slow Wind
12507,2012-06-10,Spring,2012,June,7,Non-Holiday,Sunday,Non-Work,Clear,20.2,22.0,78.0,7.0,62,No,Warm,Warm,Too Moist,Slow Wind
12508,2012-06-10,Spring,2012,June,8,Non-Holiday,Sunday,Non-Work,Clear,22.08,24.0,73.0,6.0,181,No,Warm,Warm,Too Moist,Slow Wind
